近鉄,近鉄名古屋線,伊勢中川,0
近鉄,近鉄名古屋線,桃園,3.3
近鉄,近鉄名古屋線,久居,1.5
近鉄,近鉄名古屋線,南が丘,2.5
近鉄,近鉄名古屋線,津新町,2.7
近鉄,近鉄名古屋線,津新町,2.3
近鉄,近鉄名古屋線,江戸橋,1.2
近鉄,近鉄名古屋線,高田本山,1.2
近鉄,近鉄名古屋線,白塚,2.4
近鉄,近鉄名古屋線,豊津大野,1.9
近鉄,近鉄名古屋線,千里,1.9
近鉄,近鉄名古屋線,磯山,1.9
近鉄,近鉄名古屋線,鼓ヶ浦,1.9
近鉄,近鉄名古屋線,白子,1.2
近鉄,近鉄名古屋線,千代崎,2.8
近鉄,近鉄名古屋線,伊勢若松,1.8
近鉄,近鉄名古屋線,箕田,1.3
近鉄,近鉄名古屋線,長太ノ浦,1.4
近鉄,近鉄名古屋線,楠,1.4
近鉄,近鉄名古屋線,北楠,1.6
近鉄,近鉄名古屋線,塩浜,1.8
近鉄,近鉄名古屋線,海山道,1.2
近鉄,近鉄名古屋線,新正,1.5
近鉄,近鉄名古屋線,近鉄四日市,1.2
近鉄,近鉄名古屋線,川原町,1.2
近鉄,近鉄名古屋線,阿倉川,1.1
近鉄,近鉄名古屋線,霞ヶ浦,1.1
近鉄,近鉄名古屋線,近鉄富田,1.9
近鉄,近鉄名古屋線,川越富洲原,1.6
近鉄,近鉄名古屋線,伊勢朝日,2.6
近鉄,近鉄名古屋線,益生,2.6
近鉄,近鉄名古屋線,桑名,1.1
近鉄,近鉄名古屋線,近鉄長島,4.2
近鉄,近鉄名古屋線,近鉄弥富,3.4
近鉄,近鉄名古屋線,佐古木,2.4
近鉄,近鉄名古屋線,富吉,1.6
近鉄,近鉄名古屋線,近鉄蟹江,2.4
近鉄,近鉄名古屋線,戸田,1.3
近鉄,近鉄名古屋線,伏屋,2
近鉄,近鉄名古屋線,近鉄八田,2.4
近鉄,近鉄名古屋線,烏森,1.2
近鉄,近鉄名古屋線,黄金,0.7
近鉄,近鉄名古屋線,米野,1
近鉄,近鉄名古屋線,近鉄名古屋,1.1
